City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
1179,Camocim,BR,76.53,overcast clouds,-2.9022,-40.8411,Ilha Praia Hotel
1180,Badiraguato,MX,75.7,overcast clouds,25.3667,-107.5167,Restaurante La palma
1185,Kirakira,SB,83.64,overcast clouds,-10.4544,161.9205,SanBiz Lodge
1189,Quatre Cocos,MU,75.31,scattered clouds,-20.2078,57.7625,Sunrise Attitude Hotel
1191,Kampong Cham,KH,85.95,overcast clouds,11.9934,105.4635,7 Makara Hotel
1194,Segou,ML,89.01,light rain,13.4317,-6.2157,Comme chez soi
1197,Taki,IN,82.35,few clouds,22.5861,88.9214,Bisram Bagan Bari Taki
1203,Kutoarjo,ID,85.3,broken clouds,-7.7169,109.9128,Massagus Hotel
1206,Gazli,UZ,77.58,overcast clouds,40.1333,63.45,
1209,Dickinson,US,79.12,few clouds,29.4608,-95.0513,Hampton Inn & Suites Houston/League City
1212,Luwuk,ID,85.68,scattered clouds,-0.9516,122.7875,Hotel Santika Luwuk
1213,Iracoubo,GF,78.19,scattered clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
1215,Dawei,MM,85.3,scattered clouds,14.0833,98.2,Hotel Dawei
1217,Gao,ML,83.89,few clouds,16.6362,1.637,
1219,Wahiawa,US,79.12,broken clouds,21.5028,-158.0236,The Inn At Schofield
1224,Mandiana,GN,79.86,overcast clouds,10.6333,-8.6833,Motels rouzo
1231,Nizwa,OM,80.44,clear sky,22.9333,57.5333,Orient Apartments
1232,West Bay,KY,80.08,few clouds,19.3667,-81.4167,Calypso Cove
1234,Ixtapa,MX,76.23,scattered clouds,20.7,-105.2,hotel la terminal
1237,Dhrangadhra,IN,84.15,clear sky,22.9833,71.4667,Chaman tekari
1239,Bera,BD,82.02,broken clouds,24.0833,89.6167,Sohel Parvez
1240,Carmen,MX,83.41,broken clouds,18.6333,-91.8333,Hotel Lossandes
1242,Goure,NE,89.02,overcast clouds,13.9835,10.2704,
1243,Alacranes,CU,77.49,overcast clouds,22.7675,-81.5675,Hotel Union de Reyes
1244,Pontian Kecil,MY,86.32,overcast clouds,1.4801,103.3899,SUNFLOWER EXPRESS HOTEL
1248,Poso,ID,87.22,scattered clouds,-1.3959,120.7524,Hotel 77 Poso
1250,Niono,ML,88.81,few clouds,14.2526,-5.993,Hôtel Campement
1252,Boffa,GN,77.5,light rain,10.1667,-14.0333,Hôtel Niara Belly
1258,Tombouctou,ML,75.9,clear sky,20.0,-3.0,
1264,Kano,NG,84.65,overcast clouds,12.0001,8.5167,Royal Tropicana Hotel
1267,Dire,ML,83.55,overcast clouds,12.2833,-10.9667,
1269,Kolokani,ML,84.47,light rain,13.5728,-8.0339,Lycee Famolo Coulibalibali De Kolokani
1271,Manali,IN,86.09,few clouds,13.1667,80.2667,Sarathy Lodge
1281,Aquiraz,BR,82.49,overcast clouds,-3.9014,-38.3911,Pousada Rua Camurupim
1283,Dhidhdhoo,MV,84.96,light rain,6.8833,73.1,Dhidhoo beach
1285,Thinadhoo,MV,86.32,overcast clouds,0.5333,72.9333,
1287,Eraniel,IN,82.56,overcast clouds,8.2,77.3,Hotel sharjah
1290,Manaus,BR,79.29,clear sky,-3.1019,-60.025,Manaus Hotéis Millennium
1292,Kulhudhuffushi,MV,84.9,overcast clouds,6.6221,73.07,Haajy Guest House 1
1302,Nanakuli,US,82.35,clear sky,21.3906,-158.1547,Camp Pālehua
1306,Lae,PG,88.47,broken clouds,-6.7221,146.9847,Phils Hotel
1310,Umm Lajj,SA,79.2,clear sky,25.0213,37.2685,Moon light Furnished Units
1314,Puri,IN,86.52,broken clouds,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
1316,Kokopo,PG,84.74,broken clouds,-4.352,152.2633,Kokopo Beach Bungalow Resort
1318,Isla Mujeres,MX,78.85,clear sky,21.2311,-86.731,Hotel La Joya Isla Mujeres
1319,Lazaro Cardenas,MX,76.41,broken clouds,17.9583,-102.2,HOTEL QUINTA ANTIGUA
1328,Barra,BR,76.84,overcast clouds,-11.0894,-43.1417,Motel Albatroz
1336,Diffa,NE,84.69,overcast clouds,13.3154,12.6113,ProDAF/Diffa
1340,Wukari,NG,76.86,overcast clouds,7.85,9.7833,Elimtop
1348,Tiarei,PF,84.22,clear sky,-17.5333,-149.3333,Le Rocher de Tahiti
1350,Harlingen,US,78.94,broken clouds,26.1906,-97.6961,Courtyard by Marriott Harlingen
1357,Kathu,TH,87.69,moderate rain,7.9178,98.3332,Novotel Phuket Resort
1359,Partur,IN,88.84,clear sky,19.6,76.2167,Prasanna Deshpande
1372,Teahupoo,PF,78.76,few clouds,-17.8333,-149.2667,Vanira Lodge
1373,Luganville,VU,80.33,light rain,-15.5333,167.1667,The Espiritu Hotel
1381,Ewa Beach,US,82.35,clear sky,21.3156,-158.0072,Base Lodging
1385,Luis Correia,BR,76.66,overcast clouds,-2.8792,-41.6669,Hotel Amarração
1387,Mandera,KE,80.19,overcast clouds,3.9366,41.867,Red Sea Resort & Suites Mandera County
1390,Srandakan,ID,84.0,overcast clouds,-7.9386,110.2506,Puri Brata
1392,Barstow,US,81.59,clear sky,34.8986,-117.0228,"Motel 6 Barstow, CA"
1395,Bayeux,BR,77.63,few clouds,-7.125,-34.9322,Infinity Motel
1398,Dabola,GN,75.33,scattered clouds,10.75,-11.1167,Hotel Tinkisso
1404,Boromo,BF,87.24,broken clouds,11.75,-2.9333,Sama Camp
1405,Seminole,US,75.56,scattered clouds,28.7086,-81.2081,Ono Hot Dog Cart and Catering
1408,Puerto Suarez,BO,81.1,overcast clouds,-18.95,-57.8,Hotel casa real
1414,Sholapur,IN,86.23,clear sky,17.6833,75.9167,OYO 39761 Mayura
1417,Brownsville,US,78.98,broken clouds,25.9018,-97.4975,Best Western Hotel Plaza Matamoros
1421,Kualakapuas,ID,84.94,overcast clouds,-3.0091,114.3876,Guest House Izonk
1425,Kihei,US,80.62,scattered clouds,20.785,-156.4656,Maui Sunset
1428,Natal,BR,80.82,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
1433,Puerto Quijarro,BO,78.21,broken clouds,-17.7833,-57.7667,Hotel palance
1438,Honiara,SB,84.97,overcast clouds,-9.4333,159.95,Heritage Park Hotel
1443,Bacolod,PH,87.12,overcast clouds,10.6667,122.95,Planta Hotel & Residences
1444,Eyl,SO,82.72,broken clouds,7.9803,49.8164,Amiin Hotel
1449,The Valley,AI,78.66,overcast clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
1451,Sembakung,ID,87.84,broken clouds,3.8167,117.25,
1452,Manta,EC,76.78,scattered clouds,-0.95,-80.7333,Balandra Hotel
1454,Lethem,GY,79.32,scattered clouds,3.3803,-59.7968,Savannah Inn
1461,Tabanan,ID,84.65,overcast clouds,-8.5413,115.1252,Puri Anom Homestay
1466,Turkistan,KZ,75.0,overcast clouds,43.0,68.0,
1468,Malakal,SS,82.4,overcast clouds,9.5334,31.6605,Nile Palace Hotel
1469,Saint-Louis,SN,80.71,clear sky,16.3333,-15.0,
1470,Kharan,PK,84.56,scattered clouds,28.5833,65.4167,Dil Aram Bangla
1481,Fayaoue,NC,77.94,overcast clouds,-20.65,166.5333,Chez Dydyce Guesthouse
1482,Panaba,MX,76.1,few clouds,21.2833,-88.2667,Hotel California
1485,Alyangula,AU,89.47,broken clouds,-13.8483,136.4192,Groote Eylandt Lodge
1487,Halvad,IN,83.52,clear sky,23.0167,71.1833,"""BHAVANI KRUPA"" Jagdishbhai H. Kariya"
1489,Chiman,PK,88.56,clear sky,32.5463,73.8138,Master Muhammad zafar iqbal
1490,Piacabucu,BR,76.14,overcast clouds,-10.4056,-36.4344,Piaçabuçu News
1499,Sinnamary,GF,78.17,broken clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
1501,Bonfim,BR,78.55,broken clouds,3.0833,-59.95,
1502,Ranau,MY,84.25,broken clouds,5.9538,116.6641,The Second Room
1504,Gua Musang,MY,82.26,broken clouds,4.8823,101.9644,Mines Inn Hotel
1506,Sijunjung,ID,80.6,overcast clouds,-0.6876,100.9537,Hotel Bukik Gadang
1512,Moctezuma,MX,80.02,broken clouds,29.8,-109.6667,Hotel Lobohombo
1518,Catuday,PH,84.7,overcast clouds,16.2923,119.8062,Benjie's Kubo & Cottages
1519,Diplo,PK,84.45,clear sky,24.4667,69.584,Mukhi Ahmed Ali Residency
1530,Bandar-E Lengeh,IR,78.91,haze,26.5579,54.8807,کافی نت پارس
1538,Kawalu,ID,83.28,overcast clouds,-7.3817,108.2082,West Jontor
1539,Martapura,ID,82.49,scattered clouds,-3.4167,114.85,Montana Hotel Syariah
1554,Farah,AF,80.98,broken clouds,32.5,62.5,
1558,Gamba,GA,75.56,scattered clouds,-2.65,10.0,
1566,Olocuilta,SV,75.67,scattered clouds,13.5697,-89.1172,Fundacion Exodo
1574,Kinablangan,PH,83.21,overcast clouds,7.6947,126.5503,Morales Eatery and Lodging House
1576,Kandrian,PG,84.27,light rain,-6.2167,149.55,Kandrian Station
1579,Sirajganj,BD,80.46,broken clouds,24.45,89.7167,Sourav talukder
1583,Pandan,PH,85.53,overcast clouds,14.0453,124.1694,Bonifacio Lodge
1584,Kidal,ML,81.5,clear sky,18.4411,1.4078,
1588,Aitape,PG,84.61,overcast clouds,-3.1374,142.3475,
1589,Alappuzha,IN,85.17,broken clouds,9.49,76.3264,Panoramic Sea Resort
1596,Finschhafen,PG,83.03,broken clouds,-6.6024,147.8681,Cossam Guest House
1602,Fort Wellington,GY,77.85,broken clouds,6.4,-57.6,TE'AMO Entertainment Park
1610,Kuah,MY,87.78,few clouds,6.3265,99.8432,Azio Hotel
1618,Mecca,SA,84.38,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
