City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
342,Thung Song,TH,8.1645,99.6804,84.81,69,75,1.86,broken clouds
343,Camacha,PT,33.0833,-16.3333,60.22,88,40,10.36,scattered clouds
344,Depok,ID,-6.4,106.8186,85.19,80,100,3.06,overcast clouds
345,Hope,US,33.6671,-93.5916,64.71,83,7,5.79,clear sky
346,Oga,IT,46.4631,10.347,39.88,95,100,4.29,overcast clouds
347,Marzuq,YE,14.4,46.4667,73.35,55,8,3.09,clear sky
348,Kathmandu,NP,27.7167,85.3167,62.82,88,75,3.44,mist
349,Karwar,IN,14.8,74.1333,81.84,74,24,2.82,few clouds
350,Pouebo,NC,-20.4,164.5667,79.66,72,42,10.36,scattered clouds
351,Quthing,LS,-30.4,27.7003,45.66,70,0,2.01,clear sky
352,Krasnoselkup,RU,65.7,82.4667,28.02,91,100,17.02,overcast clouds
353,Hobyo,SO,5.3505,48.5268,83.8,74,65,8.86,broken clouds
354,Dunedin,NZ,-45.8742,170.5036,61.81,61,100,10.13,light rain
355,Uray,RU,60.1247,64.7758,35.65,47,30,8.97,scattered clouds
356,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,71.74,50,6,4.52,clear sky
357,Bad Oldesloe,DE,53.8117,10.3742,46.04,83,100,4.03,overcast clouds
358,Nichinan,JP,31.6,131.3667,64.08,78,100,3.62,overcast clouds
359,Vysokogornyy,RU,50.1167,139.15,35.47,76,94,5.3,overcast clouds
360,Kabinda,CD,-6.1333,24.4833,66.63,97,100,2.28,moderate rain
361,Springbok,ZA,-29.6643,17.8865,51.85,44,0,7.29,clear sky
362,Rosarito,MX,32.3333,-117.0333,70.23,76,50,6.85,scattered clouds
363,La Macarena,CO,2.1837,-73.7849,69.51,99,100,2.19,overcast clouds
364,Getafe,ES,40.3057,-3.733,65.84,72,100,2.3,overcast clouds
365,Sibolga,ID,1.7427,98.7792,84.09,70,96,0.6,overcast clouds
366,Pekan,MY,3.4836,103.3996,82.51,73,59,3.49,broken clouds
367,Sorland,NO,67.667,12.6934,38.61,85,100,23.35,light rain
368,Nouadhibou,MR,20.931,-17.0347,64.38,88,100,18.41,sand
369,Gravdal,NO,68.1214,13.5031,36.19,93,100,16.08,overcast clouds
370,Seoul,KR,37.5683,126.9778,62.17,32,0,6.91,clear sky
371,Rundu,NA,-17.9333,19.7667,61.12,54,4,4.52,clear sky
372,San Julian,MX,21.0167,-102.1667,73.29,11,99,10.2,overcast clouds
373,Contamana,PE,-7.3333,-75.0167,73.76,90,99,1.88,overcast clouds
374,Bandrele,YT,-12.9067,45.1914,80.35,83,100,10.36,moderate rain
375,Kalmar,SE,56.6616,16.3616,36.97,100,75,1.14,broken clouds
376,Codrington,AU,-38.2667,141.9667,64.81,64,96,14.14,overcast clouds
377,Colonia,DE,50.9333,6.95,51.82,83,0,2.3,clear sky
378,Singaparna,ID,-7.3515,108.111,82.56,70,92,1.7,overcast clouds
379,Sangar,RU,63.9242,127.4739,35.69,81,100,15.46,overcast clouds
380,Port Hedland,AU,-20.3167,118.5667,78.85,50,75,5.75,broken clouds
381,Rocha,UY,-34.4833,-54.3333,54.37,76,100,3.49,overcast clouds
382,Saldanha,ZA,-33.0117,17.9442,51.85,88,5,9.06,clear sky
383,Linxia,CN,35.6003,103.2064,44.37,48,100,2.35,overcast clouds
384,Besikduzu,TR,41.052,39.2284,51.69,98,100,5.08,overcast clouds
385,Lubao,PH,14.9167,120.55,89.31,50,93,7.14,overcast clouds
386,Hami,CN,42.8,93.45,64.49,16,0,6.93,clear sky
387,Aripuana,BR,-9.1667,-60.6333,75.83,84,100,1.68,overcast clouds
388,Wasilla,US,61.5814,-149.4394,51.78,38,0,13.8,clear sky
389,Kedrovyy,RU,56.1667,91.8167,54.01,85,100,5.57,overcast clouds
390,Kurilsk,RU,45.2333,147.8833,37.45,70,14,2.51,few clouds
391,Pacific Grove,US,36.6177,-121.9166,65.55,84,40,11.5,scattered clouds
392,Guiratinga,BR,-16.3494,-53.7583,71.02,58,6,4.0,clear sky
393,Port Hueneme,US,34.1478,-119.1951,78.51,66,0,4.61,clear sky
394,Barra Do Corda,BR,-5.5,-45.25,73.53,90,100,1.23,overcast clouds
395,Oxford,GB,51.7522,-1.256,52.38,75,100,5.86,overcast clouds
396,Phek,IN,25.6667,94.5,63.63,71,62,1.52,broken clouds
397,Clarksburg,US,39.2807,-80.3445,60.91,92,100,3.02,overcast clouds
398,Sisimiut,GL,66.9395,-53.6735,17.02,69,18,7.96,few clouds
399,Gondanglegi,ID,-7.7479,112.0132,83.41,72,95,2.59,overcast clouds
400,Yurga,RU,55.7231,84.8861,46.87,79,100,13.35,overcast clouds
401,Lagos,NG,6.5833,3.75,80.92,88,100,2.42,overcast clouds
402,Lorengau,PG,-2.0226,147.2712,84.74,71,100,5.44,overcast clouds
403,Garoua,CM,9.3,13.4,82.67,59,91,4.45,overcast clouds
404,Brooks,CA,50.5834,-111.8851,58.98,25,100,10.36,overcast clouds
405,Udachnyy,RU,66.4167,112.4,19.45,61,96,19.17,overcast clouds
406,Belyy Yar,RU,53.6039,91.3903,58.86,41,0,4.47,clear sky
407,Tura,IN,25.5198,90.2201,76.05,76,1,2.06,clear sky
408,Tezu,IN,27.9167,96.1667,75.0,69,99,0.09,overcast clouds
409,Mumford,GH,5.2618,-0.759,80.15,83,98,2.98,overcast clouds
410,Merauke,ID,-8.4667,140.3333,79.39,88,100,9.86,overcast clouds
411,Kure,JP,34.2333,132.5667,68.52,65,100,4.97,overcast clouds
412,Cayenne,GF,4.9333,-52.3333,82.09,2,20,4.0,few clouds
413,Kimbe,PG,-5.5502,150.1429,86.9,65,100,3.71,light rain
414,Kyra,RU,49.5776,111.9753,59.56,41,22,12.84,few clouds
415,Puerto Del Rosario,ES,28.5004,-13.8627,64.15,77,0,8.05,clear sky
416,Luderitz,NA,-26.6481,15.1594,60.62,47,0,9.71,clear sky
417,Mnogovershinnyy,RU,53.9353,139.9242,30.16,95,100,2.82,overcast clouds
418,Clarence Town,AU,-32.5833,151.7833,69.57,61,92,2.91,overcast clouds
419,Banda Aceh,ID,5.5577,95.3222,84.78,72,83,6.64,broken clouds
420,Kovdor,RU,67.5662,30.4758,22.21,93,93,5.28,overcast clouds
421,Hailar,CN,49.2,119.7,44.83,23,44,6.31,scattered clouds
422,Anadyr,RU,64.75,177.4833,30.7,63,40,20.13,scattered clouds
423,Porto Novo,BJ,6.4965,2.6036,82.22,83,64,4.38,broken clouds
424,Zhaotong,CN,27.3167,103.7167,39.69,96,100,4.83,overcast clouds
425,Muzhi,RU,65.3667,64.6667,23.13,92,93,4.32,overcast clouds
426,Kitimat,CA,54.0524,-128.6534,66.58,52,88,3.33,overcast clouds
427,Faya,SA,18.3851,42.4509,62.71,52,84,2.91,broken clouds
428,Pedasi,PA,7.5333,-80.0333,78.06,77,100,0.67,overcast clouds
429,Tugulym,RU,57.0591,64.6425,39.33,55,10,6.55,clear sky
430,Saint Anthony,US,45.0205,-93.218,50.67,94,100,11.5,moderate rain
431,Buchanan,LR,5.8808,-10.0467,79.05,86,91,5.23,moderate rain
432,Zhigansk,RU,66.7697,123.3711,32.58,99,100,21.25,light snow
433,Klyuchi,RU,52.2667,79.1667,63.18,34,54,3.38,broken clouds
434,Bislig,PH,8.2167,126.2833,80.33,89,69,2.89,light rain
435,Kijang,KR,35.2442,129.2139,64.13,29,85,6.89,overcast clouds
436,Brae,GB,60.3964,-1.353,44.64,80,97,11.18,overcast clouds
437,Aketi,CD,2.7388,23.7833,68.38,99,100,0.92,overcast clouds
438,Sabha,LY,27.0377,14.4283,77.79,17,100,16.93,overcast clouds
439,Maxixe,MZ,-23.8597,35.3472,65.75,92,0,4.99,clear sky
440,Boguchany,RU,58.3814,97.4531,45.36,96,100,5.5,light rain
441,Baykit,RU,61.67,96.37,34.3,64,60,8.88,broken clouds
442,Ambovombe,MG,-25.1667,46.0833,67.28,82,0,10.98,clear sky
443,Namatanai,PG,-3.6667,152.4333,84.58,68,100,3.36,light rain
444,Necochea,AR,-38.5473,-58.7368,47.52,59,67,10.65,broken clouds
445,Duldurga,RU,50.6761,113.5931,56.61,46,12,7.11,few clouds
446,Taitung,TW,22.7583,121.1444,75.47,88,75,2.3,light rain
447,Porkhov,RU,57.765,29.5561,30.61,70,58,4.07,broken clouds
448,Manuk Mangkaw,PH,4.8,119.85,81.99,76,100,2.71,overcast clouds
449,Ugoofaaru,MV,5.6667,73.0,84.74,74,100,14.32,overcast clouds
450,Yerbogachen,RU,61.2767,108.0108,38.71,72,92,6.02,overcast clouds
451,Tabas,IR,33.5959,56.9244,68.22,64,21,2.3,few clouds
452,Nemuro,JP,43.3236,145.575,41.85,62,100,13.0,overcast clouds
453,Urengoy,RU,65.9667,78.3667,25.93,88,100,5.91,overcast clouds
454,Makakilo City,US,21.3469,-158.0858,77.02,73,100,11.5,overcast clouds
455,Kavaratti,IN,10.5669,72.642,84.97,72,82,12.5,broken clouds
456,Wright,US,45.1833,-93.9502,49.89,95,100,12.66,moderate rain
457,Ulaangom,MN,49.9811,92.0667,60.48,20,67,4.81,broken clouds
458,Hazleton,US,40.9584,-75.9746,48.04,68,100,4.16,overcast clouds
459,Gamboma,CG,-1.8764,15.8644,71.92,77,26,1.52,scattered clouds
460,Erenhot,CN,43.6475,111.9767,56.88,32,19,15.23,few clouds
461,Port Townsend,US,48.117,-122.7605,58.87,74,0,10.36,clear sky
462,Bucerias,MX,20.75,-105.3333,72.81,67,98,0.94,overcast clouds
463,Cockburn Town,TC,21.4612,-71.1419,77.0,71,58,22.46,broken clouds
464,Santa Helena De Goias,BR,-17.8136,-50.5969,72.01,55,36,2.55,scattered clouds
465,Lichinga,MZ,-13.3128,35.2406,59.09,94,20,8.05,few clouds
466,Mount Isa,AU,-20.7333,139.5,82.17,42,40,14.97,scattered clouds
467,Areka,ET,7.0667,37.7,58.84,90,69,3.4,light rain
468,Nguru,NG,12.8791,10.4526,86.99,37,99,7.67,overcast clouds
469,Kargil,IN,34.5667,76.1,44.17,50,2,2.44,clear sky
470,Turukhansk,RU,65.8167,87.9833,22.59,85,100,13.69,overcast clouds
471,Tuatapere,NZ,-46.1333,167.6833,55.31,97,100,4.85,light rain
472,Northam,GB,51.0333,-4.2167,48.61,92,100,2.46,light rain
473,Loncoche,CL,-39.3667,-72.6333,41.52,96,20,1.92,few clouds
474,Pallasovka,RU,50.05,46.8833,48.67,62,98,11.03,overcast clouds
475,Marsh Harbour,BS,26.5412,-77.0636,72.66,80,99,20.09,overcast clouds
476,Bonthe,SL,7.5264,-12.505,79.84,81,100,1.63,overcast clouds
477,Port Hardy,CA,50.6996,-127.4199,60.98,44,40,5.75,scattered clouds
478,Mogadishu,SO,2.0371,45.3438,81.0,80,100,9.17,moderate rain
479,Fuerte Olimpo,PY,-21.0415,-57.8738,74.12,69,28,0.72,scattered clouds
480,Waingapu,ID,-9.6567,120.2641,85.82,70,90,12.39,overcast clouds
481,Batticaloa,LK,7.7102,81.6924,82.11,79,81,4.36,broken clouds
482,San Juan Del Sur,NI,11.2529,-85.8705,81.39,75,90,10.47,overcast clouds
483,Basco,PH,20.4487,121.9702,82.36,72,20,7.27,few clouds
484,Lopez,PH,13.8844,122.2642,89.04,56,82,1.99,broken clouds
485,Mokrous,RU,51.2333,47.5167,42.33,76,13,8.86,few clouds
486,Porterville,US,36.0652,-119.0168,81.59,28,0,5.5,clear sky
487,Montauban,FR,44.0833,1.5,50.22,82,89,2.91,overcast clouds
488,Opuwo,NA,-18.0607,13.84,65.14,41,10,5.28,clear sky
489,Erdenet,MN,49.0333,104.0833,57.18,26,34,4.34,scattered clouds
490,Gunjur,GM,13.2019,-16.7339,69.87,83,100,9.22,overcast clouds
491,Wanning,CN,18.8003,110.3967,76.1,96,100,5.88,light rain
492,Safakulevo,RU,54.9901,62.5442,41.16,49,100,7.09,overcast clouds
493,Lamu,KE,-2.2717,40.902,80.29,82,95,13.35,light rain
494,Vao,NC,-22.6667,167.4833,75.0,83,47,24.54,scattered clouds
495,Hellvik,NO,59.9156,5.781,41.77,75,8,1.99,clear sky
496,Andilamena,MG,-17.0167,48.5833,61.29,97,9,2.19,clear sky
497,Grand Gaube,MU,-20.0064,57.6608,75.6,86,12,1.99,few clouds
498,Asau,RO,46.4333,26.4,42.96,96,74,3.0,broken clouds
499,Almaznyy,RU,48.0448,40.045,46.51,66,90,10.42,overcast clouds
500,Salalah,OM,17.0151,54.0924,82.4,72,47,2.42,scattered clouds
501,Macusani,PE,-14.0833,-70.4333,36.27,90,98,2.84,overcast clouds
502,Huittinen,FI,61.1833,22.7,33.44,86,91,4.14,overcast clouds
503,Uturoa,PF,-16.7333,-151.4333,81.19,72,11,12.91,few clouds
504,Uthal,PK,25.8072,66.6219,85.41,58,2,4.65,clear sky
505,Pacajus,BR,-4.1725,-38.4606,81.75,94,99,3.31,overcast clouds
506,Rize,TR,40.9044,40.8949,39.56,93,100,0.29,overcast clouds
507,Klyavlino,RU,54.2649,52.0267,37.06,90,40,10.38,scattered clouds
508,College,US,64.8569,-147.8028,54.99,27,16,5.01,few clouds
509,Olinda,BR,-8.0089,-34.8553,80.33,69,40,11.5,scattered clouds
510,Malayal,PH,7.208,121.942,85.8,68,77,3.36,broken clouds
511,Denpasar,ID,-8.65,115.2167,85.71,84,20,8.05,few clouds
512,Beaufort,MY,5.3473,115.7455,88.14,56,82,1.32,broken clouds
513,Sturgeon Falls,CA,46.3646,-79.9326,53.56,63,100,6.64,overcast clouds
514,Talnakh,RU,69.4865,88.3972,20.21,92,100,11.83,light snow
515,Kalabo,ZM,-14.97,22.6814,58.21,59,3,4.54,clear sky
516,Buba,GW,11.5833,-15.0,73.38,79,14,4.14,few clouds
517,Vredendal,ZA,-31.6683,18.5012,56.5,70,4,3.89,clear sky
518,Trabzon,TR,40.9167,39.8333,46.49,100,75,2.3,light intensity drizzle
519,Saint Andrews,US,34.0454,-81.1293,71.65,60,90,8.46,overcast clouds
520,Viseu,PT,40.661,-7.9097,49.66,73,0,0.6,clear sky
521,Westport,US,41.1415,-73.3579,53.89,53,3,5.01,clear sky
522,Bima,ID,-8.4667,118.7167,88.0,63,97,1.68,overcast clouds
523,Port Blair,IN,11.6667,92.75,82.44,89,40,1.14,mist
524,Luis Gil Perez,MX,17.8667,-93.05,87.91,66,99,5.06,overcast clouds
525,Strezhevoy,RU,60.7333,77.5889,32.83,58,10,1.59,clear sky
526,Nizhneivkino,RU,58.194,49.5214,29.52,91,82,7.31,broken clouds
527,New Iberia,US,30.0035,-91.8187,76.1,90,14,6.87,few clouds
528,Quebrangulo,BR,-9.3189,-36.4711,66.78,94,99,1.7,overcast clouds
529,Bandarbeyla,SO,9.4942,50.8122,82.11,79,78,2.73,broken clouds
530,Awjilah,LY,29.1081,21.2869,74.82,21,100,8.28,overcast clouds
531,Boa Vista,BR,2.8197,-60.6733,78.78,78,0,3.44,clear sky
532,Havre-Saint-Pierre,CA,50.2334,-63.5986,35.96,75,100,21.85,overcast clouds
533,Pedernales,DO,18.0384,-71.744,78.69,76,52,2.62,broken clouds
534,Grafenhainichen,DE,51.7333,12.45,48.06,77,30,1.99,scattered clouds
535,Novoagansk,RU,61.9449,76.6625,30.04,75,29,7.72,scattered clouds
536,Kadirli,TR,37.3739,36.0961,61.59,85,100,1.83,overcast clouds
537,Namtsy,RU,62.7161,129.6658,39.67,76,19,9.75,few clouds
538,Buribay,RU,51.9617,58.1592,44.83,80,100,8.28,overcast clouds
539,Araguacu,BR,-12.9306,-49.8264,72.25,51,13,4.0,few clouds
540,Anito,PH,12.4497,125.2886,84.99,64,53,8.16,broken clouds
541,Korla,CN,41.7597,86.1469,60.55,21,7,6.98,clear sky
542,Urucara,BR,-2.5364,-57.76,74.34,98,100,2.71,overcast clouds
543,Erin,US,36.3184,-87.6947,74.75,90,50,8.48,scattered clouds
544,Auki,SB,-8.7676,160.7034,83.52,75,100,2.77,overcast clouds
545,Avera,US,33.194,-82.5271,68.56,55,21,7.7,few clouds
546,Sao Borja,BR,-28.6606,-56.0044,63.95,97,75,5.73,broken clouds
547,Evensk,RU,61.95,159.2333,38.79,57,11,8.05,few clouds
548,Jimeta,NG,9.2833,12.4667,82.96,58,100,4.03,overcast clouds
549,Imeni Poliny Osipenko,RU,52.4201,136.4853,38.7,69,96,8.88,overcast clouds
550,Lagoa,PT,39.05,-27.9833,60.42,88,1,6.78,clear sky
551,San Rafael,AR,-34.6177,-68.3301,52.56,51,0,1.68,clear sky
552,Alizai,PK,33.5383,70.3462,81.84,24,0,2.93,clear sky
553,Kadyy,RU,57.787,43.1903,24.96,90,6,4.21,clear sky
554,Yatou,CN,37.15,122.3833,63.61,25,0,18.54,clear sky
555,Xai-Xai,MZ,-25.0519,33.6442,70.75,79,29,15.37,light rain
556,Poya,NC,-21.35,165.15,80.69,69,35,6.11,scattered clouds
557,Rio Grande,BR,-32.035,-52.0986,57.94,81,100,4.94,overcast clouds
558,Ust-Nera,RU,64.5667,143.2,34.03,92,92,6.53,overcast clouds
559,Quang Ngai,VN,15.1167,108.8,82.83,76,100,5.14,overcast clouds
560,Sena Madureira,BR,-9.0656,-68.6569,76.51,79,99,2.44,overcast clouds
561,Fort Nelson,CA,58.8053,-122.7002,39.83,93,97,6.8,overcast clouds
562,Loiza,PR,18.4313,-65.8802,77.07,95,100,4.0,moderate rain
563,Belmonte,BR,-15.8631,-38.8828,74.77,85,15,4.92,few clouds
564,Halifax,CA,44.6453,-63.5724,37.4,84,100,9.22,overcast clouds
565,Dayong,CN,25.0209,118.2898,62.96,93,100,3.6,overcast clouds
566,Valparaiso,CL,-33.0393,-71.6273,58.64,71,0,4.61,clear sky
567,Rapid Valley,US,44.0625,-103.1463,52.38,55,75,13.8,broken clouds
568,Sandnessjoen,NO,66.0217,12.6316,38.64,83,100,3.0,light rain
569,Quesnel,CA,52.9999,-122.5029,56.35,49,76,0.74,broken clouds
570,Dodola,ET,6.9833,39.1833,51.01,86,92,2.89,overcast clouds
571,Erzurum,TR,40.0,41.5,47.88,82,100,4.07,overcast clouds
572,Shirokiy,RU,49.758,129.523,51.48,42,100,8.48,overcast clouds
573,Freeport,US,40.6576,-73.5832,56.37,59,0,6.91,clear sky
574,Tlaxco,MX,19.6167,-98.1167,61.02,64,97,3.36,overcast clouds
575,Bodden Town,KY,19.2833,-81.25,80.01,81,20,5.75,few clouds
576,Praia,CV,14.9215,-23.5087,70.34,78,20,16.11,few clouds
577,Pavlovka,RU,52.6897,47.1405,35.64,81,6,9.84,clear sky
578,Shimoda,JP,34.6667,138.95,57.11,78,100,9.98,overcast clouds
579,San Ignacio,BZ,17.1561,-89.0714,75.25,90,18,5.08,few clouds
580,Adrar,MR,20.5022,-10.0711,75.43,14,15,8.61,few clouds
581,Hualmay,PE,-11.0964,-77.6139,65.71,88,59,8.32,broken clouds
582,Magadan,RU,59.5667,150.8,45.54,66,7,3.11,clear sky
583,Hofn,IS,64.2539,-15.2082,48.43,51,56,8.48,broken clouds
584,Khandyga,RU,62.6667,135.6,39.69,68,56,3.62,broken clouds
585,Komatipoort,ZA,-25.4332,31.9548,62.62,75,64,8.39,broken clouds
586,Petatlan,MX,17.5167,-101.2667,76.08,70,55,2.59,broken clouds
587,Anloga,GH,5.7947,0.8973,81.88,80,52,6.11,light rain
588,Andros Town,BS,24.7,-77.7667,76.8,61,0,16.46,clear sky
589,Waipawa,NZ,-41.4122,175.5153,62.35,59,40,12.77,scattered clouds
590,Escarcega,MX,18.6089,-90.7454,75.38,85,100,5.21,overcast clouds
591,Gizo,SB,-8.103,156.8419,83.95,71,57,0.56,light rain
592,Kotido,UG,2.9806,34.1331,67.44,81,57,5.44,broken clouds
593,Hailey,US,43.5196,-114.3153,41.0,64,100,10.0,overcast clouds
594,Esna,EG,25.2934,32.554,79.9,18,18,13.98,few clouds
595,Carutapera,BR,-1.195,-46.02,75.02,94,79,3.51,broken clouds
596,Laguna,US,38.421,-121.4238,74.1,54,0,21.85,clear sky
597,Lompoc,US,34.6391,-120.4579,66.34,78,100,32.01,overcast clouds
598,Narva-Joesuu,EE,59.4589,28.0408,33.76,89,35,9.13,light snow
599,Del Rio,US,29.3627,-100.8968,82.42,68,53,3.29,broken clouds
600,Kenora,CA,49.8167,-94.4337,39.78,93,100,15.01,overcast clouds
601,Pauini,BR,-7.7136,-66.9764,73.9,85,16,2.77,few clouds
602,Mana,GF,5.6592,-53.7767,77.7,87,21,8.32,few clouds
603,Santa Barbara,US,34.7333,-120.0343,74.34,63,0,14.97,clear sky
604,Lakatoro,VU,-16.0999,167.4164,80.82,74,100,7.52,overcast clouds
605,Kefamenanu,ID,-9.4467,124.4781,83.77,60,49,8.84,scattered clouds
606,Yacuiba,BO,-22.038,-63.6797,60.73,90,100,2.91,overcast clouds
607,Kaberamaido,UG,1.7389,33.1594,65.3,93,99,2.1,light rain
608,Laela,TZ,-8.5667,32.05,57.9,96,60,3.29,broken clouds
609,Tommot,RU,58.9564,126.2925,42.1,45,68,6.04,broken clouds
610,Maningrida,AU,-12.0667,134.2667,88.11,52,81,12.8,broken clouds
611,Loano,IT,44.133,8.2513,58.28,61,75,10.0,broken clouds
612,Fukue,JP,32.6881,128.8419,60.15,72,100,16.28,overcast clouds
613,Flin Flon,CA,54.7682,-101.865,37.99,98,100,7.87,overcast clouds
614,Nizhniy Odes,RU,63.6445,54.856,25.03,89,15,5.23,few clouds
615,Shawnee,US,39.05,-95.7669,58.17,66,20,8.05,few clouds
616,Darhan,MN,49.4867,105.9228,61.38,32,19,5.37,few clouds
617,Mahibadhoo,MV,3.7833,72.9667,84.79,73,100,15.59,overcast clouds
618,Aklavik,CA,68.2191,-135.0107,36.7,88,96,12.15,overcast clouds
619,Ambilobe,MG,-13.2,49.05,70.72,95,4,3.02,clear sky
620,Taga,RO,46.95,24.05,41.32,78,68,2.39,broken clouds
621,Lasa,IT,46.6166,10.7002,42.69,97,100,2.57,overcast clouds
622,Broome,US,42.2506,-75.833,42.37,57,100,1.99,overcast clouds
623,Kodinsk,RU,58.6881,99.1844,42.51,98,100,3.65,light rain
624,Oleksandrivka,UA,48.9634,32.2349,48.72,71,88,4.09,overcast clouds
625,Richards Bay,ZA,-28.783,32.0377,63.52,82,0,8.79,clear sky
626,Palu,ID,-0.8917,119.8707,88.63,62,100,1.12,overcast clouds
627,Tevriz,RU,57.509,72.4042,35.28,59,100,7.54,overcast clouds
628,Beni Mazar,EG,28.4962,30.8029,67.12,52,0,9.04,clear sky
629,Chulman,RU,56.8479,124.9104,34.48,54,22,7.4,few clouds
630,Dong Hoi,VN,17.4833,106.6,75.97,94,100,2.62,moderate rain
631,Hirado,JP,33.3597,129.5531,63.39,73,100,9.33,overcast clouds
632,San Jose,US,37.3394,-121.895,65.86,61,40,11.5,scattered clouds
633,Sabang,ID,5.8933,95.3214,84.04,74,99,7.83,overcast clouds
634,Gouyave,GD,12.1646,-61.7296,78.96,78,90,17.76,overcast clouds
635,Karratha,AU,-20.7377,116.8463,82.85,44,91,15.14,overcast clouds
636,Zhanaozen,KZ,43.3,52.8,57.31,72,47,11.68,scattered clouds
637,Ucluelet,CA,48.9329,-125.5528,53.1,82,52,1.01,broken clouds
638,Mehamn,NO,71.0357,27.8492,28.74,64,100,17.83,light snow
639,New Glasgow,CA,45.5834,-62.6486,35.38,97,100,10.42,overcast clouds
640,Naze,JP,28.3667,129.4833,64.81,67,100,13.58,moderate rain
641,Banjar,ID,-8.19,114.9675,88.52,63,100,4.05,overcast clouds
642,Bulembu,SZ,-25.9667,31.1333,49.24,91,0,2.44,clear sky
643,Pecos,US,31.4229,-103.4932,80.31,15,0,8.05,clear sky
644,Termiz,UZ,37.2242,67.2783,71.69,49,0,9.22,clear sky
645,Yumen,CN,40.2833,97.2,54.82,20,0,5.64,clear sky
646,Columbus,US,39.9612,-82.9988,64.81,79,100,10.36,overcast clouds
647,Forbes,AU,-33.3833,148.0167,67.91,48,0,7.43,clear sky
648,Pinos,MX,22.3,-101.5667,66.74,14,6,2.73,clear sky
649,Wentzville,US,38.8114,-90.8529,66.06,61,5,12.41,clear sky
650,Decatur,US,39.8403,-88.9548,65.95,75,19,15.41,few clouds
651,Ekhabi,RU,53.5102,142.9671,33.53,97,100,5.17,overcast clouds
652,Pestera,RO,44.1833,28.1333,43.34,72,4,5.59,clear sky
653,Krasne,UA,49.9145,24.6134,43.11,77,57,3.87,broken clouds
654,Susangerd,IR,31.5608,48.1831,78.62,32,0,5.93,clear sky
655,Vila Franca Do Campo,PT,37.7167,-25.4333,63.19,91,4,2.04,clear sky
656,Muisne,EC,0.6,-80.0333,76.86,84,98,6.22,light rain
657,Amuntai,ID,-2.4177,115.2494,86.27,66,100,2.57,overcast clouds
658,Kendari,ID,-3.945,122.4989,85.59,67,48,3.69,scattered clouds
659,Muros,ES,42.7762,-9.0603,55.83,88,86,3.98,overcast clouds
660,Lander,US,42.833,-108.7307,49.98,49,0,5.75,clear sky
661,Mhlume,SZ,-26.0333,31.85,58.03,87,0,4.36,clear sky
662,Yola,NG,9.2,12.4833,82.18,59,100,3.71,overcast clouds
663,Cap Malheureux,MU,-19.9842,57.6142,72.46,86,13,1.99,few clouds
664,Lewistown,US,40.5992,-77.5714,53.15,71,0,3.44,clear sky
665,Bowen,AU,-20.0167,148.2333,79.0,71,6,17.43,clear sky
666,Sao Domingos,BR,-13.3983,-46.3183,68.94,56,98,5.75,overcast clouds
667,Okato,NZ,-39.2,173.8833,66.9,69,69,11.99,broken clouds
668,Coihueco,CL,-36.6167,-71.8333,47.14,71,1,5.75,clear sky
669,Hinton,CA,53.4001,-117.5857,37.87,97,100,2.51,overcast clouds
670,Christchurch,NZ,-43.5333,172.6333,75.4,48,55,3.44,broken clouds
671,San Policarpo,PH,12.1791,125.5072,83.93,67,31,9.44,scattered clouds
672,Tucuman,AR,-26.8241,-65.2226,57.25,85,77,1.01,broken clouds
673,Pervomayskiy,RU,53.2485,40.2871,32.45,70,0,4.88,clear sky
674,Neryungri,RU,56.6709,124.6491,34.3,56,10,7.27,clear sky
675,Zenzeli,RU,45.9241,47.0474,54.55,78,8,8.41,clear sky
676,Beihai,CN,21.4833,109.1,65.28,87,100,27.6,light rain
677,Grand-Santi,GF,4.25,-54.3833,71.47,98,14,2.21,few clouds
678,Vila Do Maio,CV,15.1333,-23.2167,71.4,80,10,14.03,clear sky
679,Mingguang,CN,32.7802,117.9638,62.31,52,100,7.02,overcast clouds
680,Luangwa,ZM,-15.6167,30.4167,62.65,72,1,1.43,clear sky
681,Grande Prairie,CA,55.1667,-118.8027,41.47,84,99,7.45,overcast clouds
682,Oia,PT,40.5426,-8.5386,55.36,85,4,1.54,clear sky
683,Port Hawkesbury,CA,45.6169,-61.3485,36.91,97,100,11.5,mist
684,Qui Nhon,VN,13.7667,109.2333,83.46,73,96,4.68,overcast clouds
685,Ouallam,NE,14.3188,2.0866,88.65,12,85,6.51,overcast clouds
686,Cocorit,MX,27.5833,-109.9667,80.28,20,11,8.57,few clouds
687,Biltine,TD,14.5333,20.9167,86.94,14,68,6.98,broken clouds
688,East Wenatchee Bench,US,47.4257,-120.2812,52.57,91,100,1.97,overcast clouds
689,Hovd,MN,48.0056,91.6419,57.25,19,99,4.0,overcast clouds
690,Meulaboh,ID,4.1363,96.1285,81.27,83,100,2.04,overcast clouds
691,Vila Velha,BR,-20.3297,-40.2925,73.94,92,4,4.32,clear sky
692,Tamworth,GB,52.634,-1.6959,52.12,69,100,1.99,overcast clouds
693,Digora,RU,43.1581,44.1569,56.03,90,71,0.51,broken clouds
694,Karasjok,NO,69.4719,25.5112,15.39,90,92,4.74,overcast clouds
695,Asfi,MA,32.2994,-9.2372,61.9,76,1,8.66,clear sky
