City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
696,Djambala,CG,-2.5447,14.7533,68.14,88,71,1.7,light rain
697,Tirumullaivasal,IN,11.2333,79.8333,86.9,71,75,11.18,broken clouds
698,Charagua,BO,-19.8,-63.2167,63.05,84,0,0.72,clear sky
699,Tomatlan,MX,19.9333,-105.25,72.27,67,100,2.77,overcast clouds
700,Coihaique,CL,-45.5752,-72.0662,41.04,99,100,2.98,overcast clouds
701,Sokoto,NG,13.0609,5.239,86.14,42,82,11.9,broken clouds
702,Sikasso,ML,10.9167,-7.0,82.71,48,61,3.76,broken clouds
703,Parakai,NZ,-36.65,174.4333,71.15,74,6,7.52,clear sky
704,Labytnangi,RU,66.6572,66.4183,14.7,91,24,8.61,few clouds
705,Kunming,CN,25.0389,102.7183,51.15,67,100,10.65,overcast clouds
706,Union,US,40.6334,-74.2663,57.09,45,0,4.61,clear sky
707,Straumen,NO,63.8709,11.2999,41.0,94,100,8.81,overcast clouds
708,Shubarkuduk,KZ,49.1447,56.4872,53.19,89,100,11.5,overcast clouds
709,Lisala,CD,2.15,21.5167,68.63,98,100,2.26,overcast clouds
710,Gwadar,PK,25.1216,62.3254,86.76,55,64,18.34,broken clouds
711,Polis,CY,35.0367,32.4264,66.02,88,1,7.78,clear sky
712,Karpogory,RU,64.0019,44.4451,27.28,94,100,4.9,light snow
713,Beyneu,KZ,45.3167,55.2,60.69,66,21,7.92,few clouds
714,Kribi,CM,2.95,9.9167,78.35,84,95,2.13,overcast clouds
715,Muriwai Beach,NZ,-36.8167,174.45,69.87,70,2,8.5,clear sky
716,Raudeberg,NO,61.9875,5.1352,38.07,69,53,1.63,broken clouds
717,Safaga,EG,26.7292,33.9365,77.23,35,1,21.92,clear sky
718,Kangaba,ML,11.9333,-8.4167,84.04,43,60,3.31,broken clouds
719,Dunhua,CN,43.3725,128.2425,45.0,34,100,16.82,overcast clouds
720,Prainha,BR,-1.8,-53.48,74.62,96,99,2.55,overcast clouds
721,Abohar,IN,30.15,74.1833,93.45,12,0,3.94,clear sky
722,Champerico,GT,14.3,-91.9167,84.34,67,100,6.93,overcast clouds
723,Wonthaggi,AU,-38.6044,145.5913,61.83,74,96,16.98,overcast clouds
724,Uenohara,JP,35.6167,139.1167,63.45,66,100,7.29,overcast clouds
725,Vuktyl,RU,63.8567,57.3094,26.82,86,100,4.76,overcast clouds
726,Paita,PE,-5.0892,-81.1144,68.41,82,39,16.11,scattered clouds
727,Beira,MZ,-19.8436,34.8389,65.95,86,0,4.65,clear sky
728,Talcahuano,CL,-36.7167,-73.1167,50.63,70,2,7.38,clear sky
729,Yakeshi,CN,49.2833,120.7333,44.37,22,13,9.78,few clouds
730,Kuandian,CN,40.7286,124.7847,51.51,36,100,5.86,overcast clouds
731,Arica,CL,-18.475,-70.3042,64.02,85,7,1.81,clear sky
732,Pierre,US,44.3683,-100.351,47.86,81,100,13.0,overcast clouds
733,Vestmanna,FO,62.1564,-7.1664,43.72,81,100,1.14,overcast clouds
734,Nueve De Julio,AR,-35.4444,-60.8831,43.83,55,0,5.3,clear sky
735,Boende,CD,-0.2167,20.8667,70.38,93,99,1.36,light rain
736,Konakovo,RU,56.7,36.7667,30.13,75,76,4.65,broken clouds
737,High Prairie,CA,55.4334,-116.4858,44.1,74,92,7.43,overcast clouds
738,Cuajinicuilapa,MX,16.4667,-98.4167,80.22,67,6,4.59,clear sky
739,Mauguio,FR,43.6181,4.0074,56.34,65,0,8.05,clear sky
740,Shiyan,CN,32.6475,110.7781,65.01,46,100,7.72,overcast clouds
741,Mwandiga,TZ,-4.83,29.6581,69.64,84,88,4.5,light rain
742,Oksfjord,NO,70.2396,22.3479,27.0,96,100,6.51,light snow
743,Chenghai,CN,23.4632,116.768,66.11,100,75,4.47,broken clouds
744,Paamiut,GL,61.994,-49.6678,33.46,94,100,11.43,overcast clouds
745,Miri,MY,4.4148,114.0089,85.71,64,75,1.9,broken clouds
746,Tigil,RU,57.8,158.6667,37.17,83,10,3.6,clear sky
747,Loksa,EE,59.5764,25.7214,35.29,90,94,8.88,overcast clouds
748,Catemaco,MX,18.4167,-95.1167,79.56,69,56,6.91,broken clouds
749,Puerto Escondido,MX,15.85,-97.0667,81.91,71,51,5.03,broken clouds
750,Puerto Madryn,AR,-42.7692,-65.0385,48.18,64,6,15.32,clear sky
751,Plouzane,FR,48.3833,-4.6167,48.25,97,100,8.05,overcast clouds
752,Kindersley,CA,51.4668,-109.1682,56.08,31,100,6.53,overcast clouds
753,Araouane,ML,18.9048,-3.5265,78.84,10,1,10.87,clear sky
754,Honningsvag,NO,70.9821,25.9704,28.15,93,100,5.75,light snow
755,Namibe,AO,-15.1961,12.1522,75.13,83,93,4.83,overcast clouds
756,Kursavka,RU,44.4564,42.5093,55.87,81,100,6.8,overcast clouds
757,Yeniseysk,RU,58.4497,92.1703,39.06,70,100,11.07,overcast clouds
758,Yazd,IR,31.8972,54.3675,60.91,77,20,2.3,few clouds
759,Palmer,US,42.1584,-72.3287,48.31,57,6,3.65,clear sky
760,Tautira,PF,-17.7333,-149.15,80.11,73,16,11.99,few clouds
761,Kahului,US,20.8947,-156.47,80.62,69,40,20.71,scattered clouds
762,Zhangjiakou,CN,40.81,114.8794,60.53,26,7,18.52,clear sky
763,Dezhou,CN,37.4486,116.2925,72.1,13,0,14.79,clear sky
764,Shalakusha,RU,62.2247,40.2539,26.24,91,99,2.08,overcast clouds
765,Garowe,SO,8.4054,48.4845,77.22,77,69,6.2,light rain
766,Hasanabad,IR,36.5465,61.0543,67.48,55,74,26.53,broken clouds
767,Nalut,LY,30.3333,10.85,65.73,27,11,6.24,few clouds
768,Visim,RU,57.6488,59.5014,36.12,60,100,5.06,overcast clouds
769,Saint Simons,US,31.1352,-81.3901,73.44,66,0,11.5,clear sky
770,Martinsicuro,IT,42.8811,13.9145,57.13,90,53,4.21,broken clouds
771,Abay,KZ,49.6311,72.8539,66.58,37,100,6.62,overcast clouds
772,Soe,ID,-9.8607,124.284,80.44,53,13,8.08,few clouds
773,Beloha,MG,-25.1667,45.05,66.02,85,8,7.38,clear sky
774,Sal Rei,CV,16.1833,-22.9167,70.3,80,81,14.72,broken clouds
775,Williston,US,48.147,-103.618,52.81,61,16,8.1,few clouds
776,Bilibino,RU,68.0546,166.4372,20.3,68,18,1.97,few clouds
777,Antofagasta,CL,-23.65,-70.4,60.08,83,50,4.32,scattered clouds
778,Kamennomostskoye,RU,43.7372,43.0514,52.05,94,100,3.31,overcast clouds
779,Vermillion,US,42.7794,-96.9292,42.96,96,100,24.05,overcast clouds
780,Maceio,BR,-9.6658,-35.7353,74.64,88,40,2.3,scattered clouds
781,Abu Samrah,SY,35.3029,37.1841,62.04,80,100,7.58,overcast clouds
782,Susehri,TR,40.1644,38.0867,52.99,86,100,4.63,overcast clouds
783,Saint-Francois,FR,46.4154,3.9054,39.67,93,13,2.3,few clouds
784,Ruwi,OM,23.5996,58.5507,85.51,48,10,5.73,clear sky
785,Savinka,RU,50.0785,47.0994,48.69,62,99,10.4,overcast clouds
786,Ambon,ID,-3.6954,128.1814,93.34,59,20,3.44,few clouds
787,Bom Jesus Do Galho,BR,-19.8289,-42.3161,64.74,72,10,3.51,clear sky
788,Omsukchan,RU,62.5333,155.8,28.78,87,20,2.55,few clouds
789,Havoysund,NO,70.9963,24.6622,28.63,83,100,7.23,light snow
790,Mayo,US,38.8876,-76.5119,57.25,61,0,3.44,clear sky
791,Jumla,NP,29.2747,82.1838,59.74,56,42,2.98,scattered clouds
792,Port Lincoln,AU,-34.7333,135.8667,65.39,69,83,11.05,broken clouds
793,Sebezh,RU,56.2955,28.4654,31.59,70,62,2.24,broken clouds
794,West Wendover,US,40.7391,-114.0733,57.31,37,100,7.36,overcast clouds
795,Diamantino,BR,-14.4086,-56.4461,73.94,58,17,3.62,few clouds
796,Emerald,AU,-23.5333,148.1667,80.35,52,15,11.77,few clouds
797,Yenagoa,NG,4.9247,6.2642,76.26,93,39,3.47,scattered clouds
798,Moranbah,AU,-22.0016,148.0466,80.28,46,29,18.86,scattered clouds
799,Bayshore Gardens,US,27.4253,-82.5904,73.98,79,100,10.36,overcast clouds
800,Bonnyville,CA,54.2668,-110.735,44.08,61,90,11.16,overcast clouds
801,Aswan,EG,24.0934,32.907,81.23,17,4,11.74,clear sky
802,Kjollefjord,NO,70.9457,27.3465,28.45,65,100,17.0,overcast clouds
803,Milkovo,RU,54.7167,158.6167,40.59,61,91,4.56,overcast clouds
804,Guanay,BO,-15.4975,-67.8797,70.66,91,51,0.13,broken clouds
805,Fare,PF,-16.7,-151.0167,80.98,72,7,12.73,clear sky
806,Mackenzie,CA,55.2999,-123.1698,49.24,55,78,5.08,broken clouds
807,Najran,SA,17.4924,44.1277,74.89,41,100,5.59,overcast clouds
808,Aksehir,TR,38.3575,31.4164,50.76,84,97,5.01,overcast clouds
809,Sagua La Grande,CU,22.8067,-80.0756,72.59,79,6,10.2,clear sky
810,Yongan,CN,39.6957,113.6871,55.98,21,5,19.57,clear sky
811,Yuncheng,CN,35.0231,110.9928,64.98,19,49,7.31,scattered clouds
812,Santa Ines,BR,-3.6667,-45.38,73.85,97,100,4.05,overcast clouds
813,Palatka,US,29.6486,-81.6376,73.96,71,78,5.28,broken clouds
814,Port-Cartier,CA,50.0334,-66.8654,37.74,83,100,11.01,overcast clouds
815,Arman,RU,59.7,150.1667,46.02,61,8,3.18,clear sky
816,Minuri,PH,16.535,121.8574,88.32,49,84,1.72,broken clouds
817,Khor,RU,47.8861,134.9464,46.74,59,100,10.94,moderate rain
818,Formosa Do Rio Preto,BR,-11.0483,-45.1931,73.44,52,100,2.1,overcast clouds
819,Waitati,NZ,-45.75,170.5667,62.8,60,100,10.74,overcast clouds
820,Stokmarknes,NO,68.5646,14.9108,35.58,75,100,3.44,overcast clouds
821,Tete,MZ,-16.1564,33.5867,60.89,100,0,0.0,clear sky
822,Bonavista,CA,48.6499,-53.1147,36.5,97,100,8.16,light rain
823,Gboko,NG,7.3179,8.9951,78.69,76,100,6.64,light rain
824,San Juan Evangelista,MX,17.9,-95.1333,84.2,54,73,12.86,broken clouds
825,Nam Som,TH,17.7704,102.1895,83.5,69,100,6.06,overcast clouds
826,Boden,SE,65.8252,21.6886,33.8,98,100,2.44,light snow
827,Czarnkow,PL,52.9021,16.5641,44.06,74,34,2.57,scattered clouds
828,Nerchinskiy Zavod,RU,51.3088,119.61,47.17,22,20,6.08,few clouds
829,Batagay,RU,67.6333,134.6333,33.4,80,19,11.5,few clouds
830,Gamboula,CF,4.1178,15.1393,67.8,95,78,2.37,broken clouds
831,Ponta Delgada,PT,37.7333,-25.6667,63.5,82,20,3.44,few clouds
832,Muttupet,IN,10.4,79.4833,87.58,68,44,9.31,scattered clouds
833,Severodvinsk,RU,64.5635,39.8302,23.11,90,48,4.32,scattered clouds
834,Timmins,CA,48.4669,-81.3331,38.44,85,81,6.26,broken clouds
835,Mtwango,TZ,-9.0167,34.8,55.4,97,82,6.8,broken clouds
836,Blagoveshchenka,RU,52.8333,79.8667,61.36,37,99,5.48,overcast clouds
837,Pringsewu,ID,-5.3582,104.9744,82.67,71,100,2.04,overcast clouds
838,Bhag,PK,29.0415,67.8239,93.85,9,4,6.22,clear sky
839,Dawlatabad,AF,36.4141,64.9053,79.7,33,100,3.09,overcast clouds
840,Nailsea,GB,51.4324,-2.7585,52.32,80,100,5.75,light rain
841,Rovaniemi,FI,66.5,25.7167,29.61,54,0,5.75,clear sky
842,Bellinzona,CH,46.1928,9.017,54.21,89,40,0.0,scattered clouds
843,Alekseyevsk,RU,57.8406,108.3492,48.96,95,100,9.75,moderate rain
844,Barrhead,GB,55.7992,-4.3929,51.03,89,75,10.0,broken clouds
845,Trois-Rivieres,CA,46.3501,-72.5491,40.77,81,7,5.44,clear sky
846,Washington,US,47.5001,-120.5015,52.2,69,100,2.08,overcast clouds
847,Taree,AU,-31.9,152.4667,67.06,77,100,6.91,overcast clouds
848,Dingle,PH,10.9995,122.6711,85.95,66,100,10.09,overcast clouds
849,Kutum,SD,14.2,24.6667,76.91,14,100,4.47,overcast clouds
850,Wamba,NG,8.9333,8.6,77.38,68,99,0.22,overcast clouds
851,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,69.46,54,0,4.45,clear sky
852,Tadepalle,IN,16.4833,80.6,83.73,60,27,9.31,scattered clouds
853,Thunder Bay,CA,48.4001,-89.3168,38.28,79,100,11.03,overcast clouds
854,Bushehr,IR,28.9684,50.8385,68.09,77,0,4.61,clear sky
855,Wufeng,CN,27.45,104.8333,38.93,94,100,4.43,overcast clouds
856,Abha,SA,18.2164,42.5053,57.45,47,0,0.0,clear sky
857,Amga,RU,60.8953,131.9608,42.85,53,16,6.15,few clouds
858,Acarau,BR,-2.8856,-40.12,77.34,86,83,6.85,broken clouds
859,Cabra,ES,37.4725,-4.4421,57.65,50,5,3.78,clear sky
860,Sioux Lookout,CA,50.1001,-91.917,38.95,91,100,12.39,light rain
861,Miramar,US,25.9873,-80.2323,78.03,82,0,11.5,thunderstorm
862,Bilma,NE,18.6853,12.9164,88.93,10,98,3.71,overcast clouds
863,Chabahar,IR,25.2919,60.643,86.11,49,96,19.64,overcast clouds
864,Talara,PE,-4.5772,-81.2719,67.51,87,61,15.39,broken clouds
865,Kailua,US,21.4022,-157.7394,82.38,73,20,14.97,few clouds
866,Rincon,US,32.296,-81.2354,71.85,68,20,6.91,few clouds
867,Tarko-Sale,RU,64.9225,77.785,27.93,86,91,15.88,overcast clouds
868,Tokur,RU,53.1333,132.9,36.19,58,100,5.06,overcast clouds
869,Zurrieq,MT,35.8311,14.4742,60.31,82,0,4.61,clear sky
870,Cajati,BR,-24.7361,-48.1228,66.16,98,74,0.76,broken clouds
871,Bambanglipuro,ID,-7.95,110.2833,83.8,69,100,4.61,overcast clouds
872,Yarmouth,US,41.7057,-70.2286,48.25,75,0,10.36,clear sky
873,Sakaiminato,JP,35.55,133.2333,58.46,70,100,15.26,overcast clouds
874,Pueblo Nuevo,MX,23.3833,-105.3833,55.96,51,9,2.46,clear sky
875,Havelock,US,34.8791,-76.9013,69.78,86,100,1.99,overcast clouds
876,Ondjiva,AO,-17.0667,15.7333,63.68,53,19,5.55,few clouds
877,Viransehir,TR,37.2353,39.7631,60.55,78,100,13.09,light rain
878,Independence,US,39.0911,-94.4155,57.65,60,100,13.8,overcast clouds
879,Bac Lieu,VN,9.285,105.7244,85.93,67,98,10.33,overcast clouds
880,San Cristobal,VE,7.7669,-72.225,73.58,98,100,3.85,overcast clouds
881,Nong Kung Si,TH,16.65,103.3,85.57,99,70,8.5,broken clouds
882,Gawler,AU,-34.6,138.7333,67.24,68,52,9.48,broken clouds
883,Saint-Leu,RE,-21.15,55.2833,74.26,78,6,4.05,clear sky
884,San Ramon,US,37.7799,-121.978,64.94,62,0,14.97,clear sky
885,Tuy Hoa,VN,13.0833,109.3,85.21,68,77,5.5,broken clouds
886,Karatau,KZ,43.1667,70.4667,72.82,52,23,1.59,few clouds
887,Zaraza,VE,9.3503,-65.3245,82.98,59,95,1.77,overcast clouds
888,Punta Alta,AR,-38.8759,-62.0736,51.96,56,100,10.11,overcast clouds
889,Yabelo,ET,4.8833,38.0833,56.97,92,52,5.17,light rain
890,Mercedes,AR,-34.6515,-59.4307,50.79,61,34,3.38,scattered clouds
891,Chiredzi,ZW,-21.05,31.6667,63.72,88,0,7.76,clear sky
892,Shihezi,CN,44.3,86.0333,69.31,17,25,1.95,scattered clouds
893,Parkes,AU,-33.1333,148.1833,66.34,46,0,1.01,clear sky
894,Maridi,SS,4.9158,29.4742,65.7,80,100,3.98,overcast clouds
895,Mancio Lima,BR,-7.6142,-72.8958,72.52,95,66,1.63,broken clouds
896,Seabra,BR,-12.4186,-41.7703,62.28,96,21,3.67,few clouds
897,Tonj,SS,7.2737,28.6822,76.42,66,72,5.08,broken clouds
898,Benguela,AO,-12.5763,13.4055,76.86,85,100,3.62,overcast clouds
899,Uyemskiy,RU,64.4743,40.8524,23.05,100,20,2.24,few clouds
900,Lesosibirsk,RU,58.2358,92.4828,38.64,77,100,9.8,overcast clouds
901,Tuam,IE,53.5167,-8.85,51.84,95,100,13.0,overcast clouds
902,Okhotsk,RU,59.3833,143.3,39.51,73,18,7.23,few clouds
903,Nuuk,GL,64.1835,-51.7216,25.41,74,20,16.11,few clouds
904,Harnai,PK,30.1005,67.9374,85.19,11,18,6.04,few clouds
905,Abengourou,CI,6.7297,-3.4964,73.33,99,100,1.68,overcast clouds
906,Aksarka,RU,66.5606,67.7975,19.92,85,24,11.54,few clouds
907,Palora,EC,-1.7,-77.9333,63.07,95,80,2.59,broken clouds
908,Campbell River,CA,50.0163,-125.2446,53.6,71,12,4.99,few clouds
909,Peterhead,GB,57.5058,-1.7981,46.8,98,100,12.62,overcast clouds
910,Puerto Madero,MX,14.7208,-92.4215,82.6,78,75,0.0,broken clouds
911,Amahai,ID,-3.3333,128.9167,85.33,66,95,3.51,overcast clouds
912,Gaoual,GN,11.75,-13.2,83.43,49,55,3.09,broken clouds
913,Shingu,JP,33.7333,135.9833,59.52,94,100,3.71,moderate rain
914,Mulatupo,PA,8.9492,-77.7652,77.67,92,100,6.17,overcast clouds
915,Broken Hill,AU,-31.95,141.4333,62.69,47,0,6.44,clear sky
916,Kununurra,AU,-15.7667,128.7333,93.18,46,10,14.97,clear sky
917,Kabelvag,NO,68.2114,14.4817,36.54,77,100,11.79,overcast clouds
918,Peniche,PT,39.3558,-9.3811,57.29,91,92,10.58,overcast clouds
919,Morondava,MG,-20.2833,44.2833,70.27,78,1,10.11,clear sky
920,Kasulu,TZ,-4.5767,30.1025,61.83,93,76,2.04,broken clouds
921,Nogales,MX,31.3086,-110.9422,80.17,6,0,6.91,clear sky
922,Kizilskoye,RU,52.7255,58.8937,44.29,71,100,4.81,overcast clouds
923,Chihuahua,MX,28.5,-106.0,79.63,8,100,8.68,overcast clouds
924,Ontario,US,34.0633,-117.6509,78.42,41,20,17.27,few clouds
925,Kibara,TZ,-2.15,33.45,68.95,80,66,4.65,moderate rain
926,Kochubey,RU,44.3861,46.5825,56.1,89,2,8.34,clear sky
927,Valdivia,CL,-39.8142,-73.2459,35.69,95,31,1.5,scattered clouds
928,Ortakoy,TR,38.7373,34.0387,44.85,93,68,4.38,broken clouds
929,Qaqortoq,GL,60.7167,-46.0333,33.37,91,29,7.38,scattered clouds
930,Chitral,PK,35.8462,71.7858,69.21,40,0,4.76,clear sky
931,Doha,QA,25.2867,51.5333,76.98,63,0,3.44,clear sky
932,Newport Beach,US,33.6189,-117.9289,75.78,61,0,8.05,clear sky
933,Uinskoye,RU,56.8817,56.5813,38.03,59,98,3.42,overcast clouds
934,Coolum Beach,AU,-26.5333,153.1,73.11,87,100,13.31,overcast clouds
935,Iskilip,TR,40.7353,34.4739,53.26,75,100,6.6,overcast clouds
936,Pemangkat,ID,1.1667,108.9667,84.97,68,73,3.22,broken clouds
937,Kuna,US,43.4918,-116.4201,50.85,87,100,9.22,moderate rain
938,Saurimo,AO,-9.6608,20.3916,62.24,68,56,5.46,broken clouds
939,Lakes Entrance,AU,-37.8811,147.981,70.16,49,45,6.26,scattered clouds
940,Morehead,US,37.2711,-87.1764,73.15,60,40,9.22,scattered clouds
941,Leh,IN,34.1667,77.5833,43.7,58,98,3.51,overcast clouds
942,Juneau,US,58.3019,-134.4197,56.84,41,75,13.8,broken clouds
943,Behbahan,IR,30.5959,50.2417,70.56,54,0,3.65,clear sky
944,Lathrop,US,37.8227,-121.2766,68.29,48,0,21.85,clear sky
945,Saint-Georges,GD,12.0564,-61.7485,80.28,83,75,16.11,broken clouds
946,George,ZA,-33.963,22.4617,56.07,76,20,4.9,few clouds
947,La Asuncion,VE,11.0333,-63.8628,79.2,82,64,15.12,broken clouds
948,Ardakan,IR,32.31,54.0175,66.78,55,98,1.3,overcast clouds
949,Pokhara,NP,28.2333,83.9833,74.59,51,94,2.35,overcast clouds
950,Pacifica,US,37.6138,-122.4869,62.83,77,20,25.32,mist
951,Martinsburg,US,39.4562,-77.9639,54.55,63,0,0.0,clear sky
952,Bam,IR,29.106,58.357,73.92,27,0,3.13,clear sky
953,Gurlan,UZ,41.8447,60.3919,68.07,27,100,10.42,overcast clouds
954,Roma,US,43.2128,-75.4557,48.34,54,0,4.61,clear sky
955,Stranda,NO,62.3096,6.9358,39.6,88,38,5.23,scattered clouds
956,Asosa,ET,10.0667,34.5333,66.33,68,63,3.04,broken clouds
957,Kotovo,RU,50.3211,44.8012,41.41,77,61,9.69,broken clouds
958,Charters Towers,AU,-20.1,146.2667,82.4,39,3,15.41,clear sky
959,Turayf,SA,31.6725,38.6637,60.37,53,0,19.3,clear sky
960,Heihe,CN,50.2441,127.4902,50.58,45,83,6.53,broken clouds
961,Veraval,IN,20.9,70.3667,83.05,85,4,8.21,clear sky
962,Viedma,AR,-40.8135,-62.9967,52.32,65,43,12.57,scattered clouds
963,Busayra,JO,30.7376,35.6078,53.35,57,0,7.36,clear sky
964,Karabanovo,RU,56.3167,38.7,29.66,72,15,4.52,few clouds
965,Sile,TR,41.1754,29.6133,55.56,78,64,1.99,broken clouds
966,Mitsamiouli,KM,-11.3847,43.2844,78.28,84,100,12.53,moderate rain
967,Jinja,UG,0.439,33.2032,64.38,90,100,1.41,overcast clouds
968,Matagami,CA,49.7502,-77.6328,33.91,64,0,0.0,clear sky
969,Lekoni,GA,-1.5843,14.2591,74.77,76,82,0.74,broken clouds
970,Pasni,PK,25.2631,63.471,84.16,75,96,17.07,overcast clouds
971,Gasa,PS,31.5,34.4667,65.88,89,32,12.93,scattered clouds
972,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,61.92,75,51,5.06,broken clouds
973,Sangin,AF,32.0728,64.8359,81.43,15,3,1.19,clear sky
974,Jiayuguan,CN,39.8167,98.3,52.05,19,0,4.23,clear sky
975,Matara,LK,5.9485,80.5353,81.81,82,100,11.1,light rain
976,Itoman,JP,26.1247,127.6694,70.57,92,75,16.11,broken clouds
977,Tabuk,PH,17.4189,121.4443,86.79,60,91,6.78,overcast clouds
978,Aguimes,ES,27.9054,-15.4461,63.23,68,20,21.85,few clouds
979,Thessalon,CA,46.2501,-83.5666,53.89,70,100,15.01,overcast clouds
980,Umkomaas,ZA,-30.2067,30.7978,63.68,78,0,8.57,clear sky
981,Salinopolis,BR,-0.6136,-47.3561,76.77,89,87,6.51,overcast clouds
982,Aljubarrota,PT,39.5672,-8.9293,57.85,94,52,5.32,broken clouds
983,Bandar-E Anzali,IR,37.4727,49.4622,59.36,88,58,3.76,broken clouds
984,Sabla,NG,12.7525,4.7077,86.32,43,99,10.98,overcast clouds
985,Neuquen,AR,-38.9516,-68.0591,48.09,66,0,0.0,clear sky
986,Saint-Pierre,RE,-21.3393,55.4781,74.88,78,20,6.91,few clouds
987,Ca Mau,VN,9.1769,105.15,87.03,64,93,6.15,overcast clouds
988,Yunyang,CN,33.4474,112.7142,66.07,33,95,5.23,overcast clouds
989,Aykhal,RU,66.0,111.5,15.35,84,47,20.83,scattered clouds
990,Novobirilyussy,RU,56.9514,90.6661,43.52,87,100,8.12,light rain
991,Paterson,US,40.9168,-74.1718,56.93,43,0,6.91,clear sky
992,Te Anau,NZ,-45.4167,167.7167,55.74,96,100,1.25,light rain
993,Benatky Nad Jizerou,CZ,50.2909,14.8234,50.04,73,100,2.46,overcast clouds
994,Araua,BR,-11.2622,-37.6197,71.04,91,99,2.73,overcast clouds
995,Visnes,NO,59.3556,5.2242,42.85,87,0,9.22,clear sky
996,Road Town,VG,18.4167,-64.6167,77.09,100,40,2.3,light rain
997,Ures,MX,29.4333,-110.4,82.2,11,100,8.68,overcast clouds
998,Hillsboro,US,45.5229,-122.9898,55.99,75,75,4.0,broken clouds
999,Red Wing,US,44.5625,-92.5338,52.97,93,100,10.36,moderate rain
1000,Vung Tau,VN,10.346,107.0843,82.26,77,100,7.31,overcast clouds
1001,Buncrana,IE,55.1333,-7.45,49.17,96,100,12.84,overcast clouds
1002,Swan Hill,AU,-35.3378,143.5544,64.53,51,6,7.07,clear sky
1003,Harindanga,IN,22.0383,88.3214,86.22,67,55,14.63,broken clouds
1004,Dukat,RU,62.55,155.55,28.89,87,15,2.39,few clouds
1005,Nanchong,CN,30.7951,106.0847,61.5,65,100,6.82,overcast clouds
1006,Bairiki,KI,1.3292,172.9752,86.0,74,75,6.91,broken clouds
1007,Quime,BO,-16.9833,-67.2167,49.55,91,86,1.48,overcast clouds
1008,Payo,ID,-3.7508,103.6372,81.05,79,100,2.39,overcast clouds
1009,Guaruja,BR,-23.9931,-46.2564,73.89,26,69,5.53,broken clouds
1010,Sarangani,PH,5.4033,125.4636,81.59,79,100,15.37,moderate rain
1011,Kamoke,PK,31.9744,74.2244,88.43,22,0,8.79,clear sky
1012,Banfora,BF,10.6333,-4.7667,82.83,55,98,2.51,overcast clouds
1013,Timra,SE,62.487,17.3257,37.08,81,100,2.3,overcast clouds
1014,Kurchum,KZ,48.5722,83.6542,67.77,20,100,22.44,overcast clouds
1015,Moberly,US,39.4184,-92.4382,55.92,62,100,16.11,overcast clouds
1016,Nadym,RU,65.5333,72.5167,26.44,96,100,5.77,light snow
1017,Crixas,BR,-14.5489,-49.9692,69.44,46,50,4.45,scattered clouds
1018,Luanda,AO,-8.8368,13.2343,77.0,83,40,9.22,scattered clouds
1019,Latung,PH,5.5,120.8833,82.87,73,100,1.79,overcast clouds
1020,Hervey Bay,AU,-25.2986,152.8535,76.01,76,44,5.99,scattered clouds
1021,Santiago De Cao,PE,-7.9589,-79.2392,62.73,94,75,10.36,mist
1022,Kieta,PG,-6.2167,155.6333,84.36,71,56,2.66,light rain
1023,Puerto Carreno,CO,6.189,-67.4859,75.45,91,100,2.13,overcast clouds
1024,Melilla,ES,35.2937,-2.9383,57.58,67,0,4.61,clear sky
1025,Ryotsu,JP,38.0833,138.4333,49.86,92,100,4.56,light rain
1026,Arkhangelskoye,RU,55.8549,35.3287,29.41,77,17,5.32,few clouds
1027,Kargopol,RU,61.5071,38.9456,29.79,96,100,5.57,light snow
1028,Sri Aman,MY,1.2376,111.4621,82.72,76,98,2.01,overcast clouds
1029,Kiruna,SE,67.8557,20.2251,22.12,74,40,3.44,scattered clouds
1030,Togul,RU,53.465,85.9128,63.18,45,79,6.13,broken clouds
1031,Taywarah,AF,33.35,64.4167,58.03,30,12,3.04,few clouds
1032,Momostenango,GT,15.0436,-91.4086,59.43,93,100,1.99,overcast clouds
1033,Tukrah,LY,32.5341,20.5791,66.9,44,100,8.75,overcast clouds
1034,Ballina,AU,-28.8667,153.5667,66.38,99,100,12.57,light rain
1035,Pirovskoye,RU,57.6267,92.2658,39.34,82,100,9.57,overcast clouds
1036,Ribeira Brava,PT,32.65,-17.0667,66.83,63,0,3.49,clear sky
1037,Weihe,CN,32.9952,105.3247,55.27,26,96,6.62,overcast clouds
1038,Sindor,RU,62.8629,51.8905,25.38,85,21,4.12,few clouds
1039,Hearst,CA,49.6835,-83.6665,42.71,90,100,7.31,overcast clouds
1040,Port Moresby,PG,-9.4431,147.1797,85.28,67,26,10.47,scattered clouds
1041,Copiapo,CL,-27.3667,-70.3333,53.29,68,34,1.21,scattered clouds
1042,Tinskoy,RU,56.1525,96.9161,60.64,58,100,8.93,overcast clouds
1043,Pyapon,MM,16.2833,95.6833,87.17,60,100,5.93,overcast clouds
1044,Port Jervis,US,41.3751,-74.6927,49.82,68,40,4.52,scattered clouds
1045,Killam,CA,52.7834,-111.8518,45.72,79,99,13.51,overcast clouds
1046,Kalmunai,LK,7.4167,81.8167,82.38,79,84,4.25,broken clouds
1047,Sault Sainte Marie,CA,46.5168,-84.3333,52.36,30,20,11.5,few clouds
